,Unnamed: 0,name,return_type,signature,params,summary,source_code,extent,file_path,sum_tokenize
661,661,load_jpeg_image,stbi_uc *,"stbi_uc * load_jpeg_image(stbi__jpeg * z, int * out_x, int * out_y, int * comp, int req_comp)","[{'name': 'z', 'type': 'stbi__jpeg *'}, {'name': 'out_x', 'type': 'int *'}, {'name': 'out_y', 'type': 'int *'}, {'name': 'comp', 'type': 'int *'}, {'name': 'req_comp', 'type': 'int'}]",解码JPEG图像，处理颜色转换并返回像素数据。,"static stbi_uc *load_jpeg_image(stbi__jpeg *z, int *out_x, int *out_y, int *comp, int req_comp)
{
   int n, decode_n, is_rgb;
   z->s->img_n = 0; // make stbi__cleanup_jpeg safe

   // validate req_comp
   if (req_comp < 0 || req_comp > 4) return stbi__errpuc(""bad req_comp"", ""Internal error"");

   // load a jpeg image from whichever source, but leave in YCbCr format
   if (!stbi__decode_jpeg_image(z)) { stbi__cleanup_jpeg(z); return NULL; }

   // determine actual number of components to generate
   n = req_comp ? req_comp : z->s->img_n >= 3 ? 3 : 1;

   is_rgb = z->s->img_n == 3 && (z->rgb == 3 || (z->app14_color_transform == 0 && !z->jfif));

   if (z->s->img_n == 3 && n < 3 && !is_rgb)
      decode_n = 1;
   else
      decode_n = z->s->img_n;

   // nothing to do if no components requested; check this now to avoid
   // accessing uninitialized coutput[0] later
   if (decode_n <= 0) { stbi__cleanup_jpeg(z); return NULL; }

   // resample and color-convert
   {
      int k;
      unsigned int i,j;
      stbi_uc *output;
      stbi_uc *coutput[4] = { NULL, NULL, NULL, NULL };

      stbi__resample res_comp[4];

      for (k=0; k < decode_n; ++k) {
         stbi__resample *r = &res_comp[k];

         // allocate line buffer big enough for upsampling off the edges
         // with upsample factor of 4
         z->img_comp[k].linebuf = (stbi_uc *) stbi__malloc(z->s->img_x + 3);
         if (!z->img_comp[k].linebuf) { stbi__cleanup_jpeg(z); return stbi__errpuc(""outofmem"", ""Out of memory""); }

         r->hs      = z->img_h_max / z->img_comp[k].h;
         r->vs      = z->img_v_max / z->img_comp[k].v;
         r->ystep   = r->vs >> 1;
         r->w_lores = (z->s->img_x + r->hs-1) / r->hs;
         r->ypos    = 0;
         r->line0   = r->line1 = z->img_comp[k].data;

         if      (r->hs == 1 && r->vs == 1) r->resample = resample_row_1;
         else if (r->hs == 1 && r->vs == 2) r->resample = stbi__resample_row_v_2;
         else if (r->hs == 2 && r->vs == 1) r->resample = stbi__resample_row_h_2;
         else if (r->hs == 2 && r->vs == 2) r->resample = z->resample_row_hv_2_kernel;
         else                               r->resample = stbi__resample_row_generic;
      }

      // can't error after this so, this is safe
      output = (stbi_uc *) stbi__malloc_mad3(n, z->s->img_x, z->s->img_y, 1);
      if (!output) { stbi__cleanup_jpeg(z); return stbi__errpuc(""outofmem"", ""Out of memory""); }

      // now go ahead and resample
      for (j=0; j < z->s->img_y; ++j) {
         stbi_uc *out = output + n * z->s->img_x * j;
         for (k=0; k < decode_n; ++k) {
            stbi__resample *r = &res_comp[k];
            int y_bot = r->ystep >= (r->vs >> 1);
            coutput[k] = r->resample(z->img_comp[k].linebuf,
                                     y_bot ? r->line1 : r->line0,
                                     y_bot ? r->line0 : r->line1,
                                     r->w_lores, r->hs);
            if (++r->ystep >= r->vs) {
               r->ystep = 0;
               r->line0 = r->line1;
               if (++r->ypos < z->img_comp[k].y)
                  r->line1 += z->img_comp[k].w2;
            }
         }
         if (n >= 3) {
            stbi_uc *y = coutput[0];
            if (z->s->img_n == 3) {
               if (is_rgb) {
                  for (i=0; i < z->s->img_x; ++i) {
                     out[0] = y[i];
                     out[1] = coutput[1][i];
                     out[2] = coutput[2][i];
                     out[3] = 255;
                     out += n;
                  }
               } else {
                  z->YCbCr_to_RGB_kernel(out, y, coutput[1], coutput[2], z->s->img_x, n);
               }
            } else if (z->s->img_n == 4) {
               if (z->app14_color_transform == 0) { // CMYK
                  for (i=0; i < z->s->img_x; ++i) {
                     stbi_uc m = coutput[3][i];
                     out[0] = stbi__blinn_8x8(coutput[0][i], m);
                     out[1] = stbi__blinn_8x8(coutput[1][i], m);
                     out[2] = stbi__blinn_8x8(coutput[2][i], m);
                     out[3] = 255;
                     out += n;
                  }
               } else if (z->app14_color_transform == 2) { // YCCK
                  z->YCbCr_to_RGB_kernel(out, y, coutput[1], coutput[2], z->s->img_x, n);
                  for (i=0; i < z->s->img_x; ++i) {
                     stbi_uc m = coutput[3][i];
                     out[0] = stbi__blinn_8x8(255 - out[0], m);
                     out[1] = stbi__blinn_8x8(255 - out[1], m);
                     out[2] = stbi__blinn_8x8(255 - out[2], m);
                     out += n;
                  }
               } else { // YCbCr + alpha?  Ignore the fourth channel for now
                  z->YCbCr_to_RGB_kernel(out, y, coutput[1], coutput[2], z->s->img_x, n);
               }
            } else
               for (i=0; i < z->s->img_x; ++i) {
                  out[0] = out[1] = out[2] = y[i];
                  out[3] = 255; // not used if n==3
                  out += n;
               }
         } else {
            if (is_rgb) {
               if (n == 1)
                  for (i=0; i < z->s->img_x; ++i)
                     *out++ = stbi__compute_y(coutput[0][i], coutput[1][i], coutput[2][i]);
               else {
                  for (i=0; i < z->s->img_x; ++i, out += 2) {
                     out[0] = stbi__compute_y(coutput[0][i], coutput[1][i], coutput[2][i]);
                     out[1] = 255;
                  }
               }
            } else if (z->s->img_n == 4 && z->app14_color_transform == 0) {
               for (i=0; i < z->s->img_x; ++i) {
                  stbi_uc m = coutput[3][i];
                  stbi_uc r = stbi__blinn_8x8(coutput[0][i], m);
                  stbi_uc g = stbi__blinn_8x8(coutput[1][i], m);
                  stbi_uc b = stbi__blinn_8x8(coutput[2][i], m);
                  out[0] = stbi__compute_y(r, g, b);
                  out[1] = 255;
                  out += n;
               }
            } else if (z->s->img_n == 4 && z->app14_color_transform == 2) {
               for (i=0; i < z->s->img_x; ++i) {
                  out[0] = stbi__blinn_8x8(255 - coutput[0][i], coutput[3][i]);
                  out[1] = 255;
                  out += n;
               }
            } else {
               stbi_uc *y = coutput[0];
               if (n == 1)
                  for (i=0; i < z->s->img_x; ++i) out[i] = y[i];
               else
                  for (i=0; i < z->s->img_x; ++i) { *out++ = y[i]; *out++ = 255; }
            }
         }
      }
      stbi__cleanup_jpeg(z);
      *out_x = z->s->img_x;
      *out_y = z->s->img_y;
      if (comp) *comp = z->s->img_n >= 3 ? 3 : 1; // report original components, not output
      return output;
   }
}","{'begin': {'line': 3865, 'column': 1}, 'end': {'line': 4026, 'column': 2}}",show_image.c,"['解码', 'JPEG', '图像', '，', '处理', '颜色', '转换', '并', '返回', '像素', '数据', '。']"
662,662,stbi__zexpand,int,"int stbi__zexpand(stbi__zbuf * z, char * zout, int n)","[{'name': 'z', 'type': 'stbi__zbuf *'}, {'name': 'zout', 'type': 'char *'}, {'name': 'n', 'type': 'int'}]",动态扩展输出缓冲区内存以适应n字节数据,"static int stbi__zexpand(stbi__zbuf *z, char *zout, int n)  // need to make room for n bytes
{
   char *q;
   unsigned int cur, limit, old_limit;
   z->zout = zout;
   if (!z->z_expandable) return stbi__err(""output buffer limit"",""Corrupt PNG"");
   cur   = (unsigned int) (z->zout - z->zout_start);
   limit = old_limit = (unsigned) (z->zout_end - z->zout_start);
   if (UINT_MAX - cur < (unsigned) n) return stbi__err(""outofmem"", ""Out of memory"");
   while (cur + n > limit) {
      if(limit > UINT_MAX / 2) return stbi__err(""outofmem"", ""Out of memory"");
      limit *= 2;
   }
   q = (char *) STBI_REALLOC_SIZED(z->zout_start, old_limit, limit);
   STBI_NOTUSED(old_limit);
   if (q == NULL) return stbi__err(""outofmem"", ""Out of memory"");
   z->zout_start = q;
   z->zout       = q + cur;
   z->zout_end   = q + limit;
   return 1;
}","{'begin': {'line': 4273, 'column': 1}, 'end': {'line': 4293, 'column': 2}}",show_image.c,"['动态', '扩展', '输出', '缓冲', '缓冲区', '内存', '以', '适应', 'n', '字节', '数据']"
663,663,stbi__parse_huffman_block,int,int stbi__parse_huffman_block(stbi__zbuf * a),"[{'name': 'a', 'type': 'stbi__zbuf *'}]",解析霍夫曼编码块，实现数据解压,"static int stbi__parse_huffman_block(stbi__zbuf *a)
{
   char *zout = a->zout;
   for(;;) {
      int z = stbi__zhuffman_decode(a, &a->z_length);
      if (z < 256) {
         if (z < 0) return stbi__err(""bad huffman code"",""Corrupt PNG""); // error in huffman codes
         if (zout >= a->zout_end) {
            if (!stbi__zexpand(a, zout, 1)) return 0;
            zout = a->zout;
         }
         *zout++ = (char) z;
      } else {
         stbi_uc *p;
         int len,dist;
         if (z == 256) {
            a->zout = zout;
            if (a->hit_zeof_once && a->num_bits < 16) {
               // The first time we hit zeof, we inserted 16 extra zero bits into our bit
               // buffer so the decoder can just do its speculative decoding. But if we
               // actually consumed any of those bits (which is the case when num_bits < 16),
               // the stream actually read past the end so it is malformed.
               return stbi__err(""unexpected end"",""Corrupt PNG"");
            }
            return 1;
         }
         if (z >= 286) return stbi__err(""bad huffman code"",""Corrupt PNG""); // per DEFLATE, length codes 286 and 287 must not appear in compressed data
         z -= 257;
         len = stbi__zlength_base[z];
         if (stbi__zlength_extra[z]) len += stbi__zreceive(a, stbi__zlength_extra[z]);
         z = stbi__zhuffman_decode(a, &a->z_distance);
         if (z < 0 || z >= 30) return stbi__err(""bad huffman code"",""Corrupt PNG""); // per DEFLATE, distance codes 30 and 31 must not appear in compressed data
         dist = stbi__zdist_base[z];
         if (stbi__zdist_extra[z]) dist += stbi__zreceive(a, stbi__zdist_extra[z]);
         if (zout - a->zout_start < dist) return stbi__err(""bad dist"",""Corrupt PNG"");
         if (len > a->zout_end - zout) {
            if (!stbi__zexpand(a, zout, len)) return 0;
            zout = a->zout;
         }
         p = (stbi_uc *) (zout - dist);
         if (dist == 1) { // run of one byte; common in images.
            stbi_uc v = *p;
            if (len) { do *zout++ = v; while (--len); }
         } else {
            if (len) { do *zout++ = *p++; while (--len); }
         }
      }
   }
}","{'begin': {'line': 4309, 'column': 1}, 'end': {'line': 4357, 'column': 2}}",show_image.c,"['解析', '夫曼', '霍夫曼', '编码', '块', '，', '实现', '数据', '解压']"
664,664,stbi__compute_huffman_codes,int,int stbi__compute_huffman_codes(stbi__zbuf * a),"[{'name': 'a', 'type': 'stbi__zbuf *'}]",解析并构建霍夫曼编码表，用于解压缩数据,"static int stbi__compute_huffman_codes(stbi__zbuf *a)
{
   static const stbi_uc length_dezigzag[19] = { 16,17,18,0,8,7,9,6,10,5,11,4,12,3,13,2,14,1,15 };
   stbi__zhuffman z_codelength;
   stbi_uc lencodes[286+32+137];//padding for maximum single op
   stbi_uc codelength_sizes[19];
   int i,n;

   int hlit  = stbi__zreceive(a,5) + 257;
   int hdist = stbi__zreceive(a,5) + 1;
   int hclen = stbi__zreceive(a,4) + 4;
   int ntot  = hlit + hdist;

   memset(codelength_sizes, 0, sizeof(codelength_sizes));
   for (i=0; i < hclen; ++i) {
      int s = stbi__zreceive(a,3);
      codelength_sizes[length_dezigzag[i]] = (stbi_uc) s;
   }
   if (!stbi__zbuild_huffman(&z_codelength, codelength_sizes, 19)) return 0;

   n = 0;
   while (n < ntot) {
      int c = stbi__zhuffman_decode(a, &z_codelength);
      if (c < 0 || c >= 19) return stbi__err(""bad codelengths"", ""Corrupt PNG"");
      if (c < 16)
         lencodes[n++] = (stbi_uc) c;
      else {
         stbi_uc fill = 0;
         if (c == 16) {
            c = stbi__zreceive(a,2)+3;
            if (n == 0) return stbi__err(""bad codelengths"", ""Corrupt PNG"");
            fill = lencodes[n-1];
         } else if (c == 17) {
            c = stbi__zreceive(a,3)+3;
         } else if (c == 18) {
            c = stbi__zreceive(a,7)+11;
         } else {
            return stbi__err(""bad codelengths"", ""Corrupt PNG"");
         }
         if (ntot - n < c) return stbi__err(""bad codelengths"", ""Corrupt PNG"");
         memset(lencodes+n, fill, c);
         n += c;
      }
   }
   if (n != ntot) return stbi__err(""bad codelengths"",""Corrupt PNG"");
   if (!stbi__zbuild_huffman(&a->z_length, lencodes, hlit)) return 0;
   if (!stbi__zbuild_huffman(&a->z_distance, lencodes+hlit, hdist)) return 0;
   return 1;
}","{'begin': {'line': 4359, 'column': 1}, 'end': {'line': 4407, 'column': 2}}",show_image.c,"['解析', '并', '构建', '夫曼', '霍夫曼', '编码', '表', '，', '用于', '解压', '压缩', '解压缩', '数据']"
665,665,stbi__parse_uncompressed_block,int,int stbi__parse_uncompressed_block(stbi__zbuf * a),"[{'name': 'a', 'type': 'stbi__zbuf *'}]",解析未压缩的zlib数据块并验证完整性,"static int stbi__parse_uncompressed_block(stbi__zbuf *a)
{
   stbi_uc header[4];
   int len,nlen,k;
   if (a->num_bits & 7)
      stbi__zreceive(a, a->num_bits & 7); // discard
   // drain the bit-packed data into header
   k = 0;
   while (a->num_bits > 0) {
      header[k++] = (stbi_uc) (a->code_buffer & 255); // suppress MSVC run-time check
      a->code_buffer >>= 8;
      a->num_bits -= 8;
   }
   if (a->num_bits < 0) return stbi__err(""zlib corrupt"",""Corrupt PNG"");
   // now fill header the normal way
   while (k < 4)
      header[k++] = stbi__zget8(a);
   len  = header[1] * 256 + header[0];
   nlen = header[3] * 256 + header[2];
   if (nlen != (len ^ 0xffff)) return stbi__err(""zlib corrupt"",""Corrupt PNG"");
   if (a->zbuffer + len > a->zbuffer_end) return stbi__err(""read past buffer"",""Corrupt PNG"");
   if (a->zout + len > a->zout_end)
      if (!stbi__zexpand(a, a->zout, len)) return 0;
   memcpy(a->zout, a->zbuffer, len);
   a->zbuffer += len;
   a->zout += len;
   return 1;
}","{'begin': {'line': 4409, 'column': 1}, 'end': {'line': 4436, 'column': 2}}",show_image.c,"['解析', '未', '压缩', '的', 'zlib', '数据', '块', '并', '验证', '完整', '完整性']"
666,666,stbi__parse_zlib_header,int,int stbi__parse_zlib_header(stbi__zbuf * a),"[{'name': 'a', 'type': 'stbi__zbuf *'}]",解析并验证zlib头信息，用于PNG处理,"static int stbi__parse_zlib_header(stbi__zbuf *a)
{
   int cmf   = stbi__zget8(a);
   int cm    = cmf & 15;
   /* int cinfo = cmf >> 4; */
   int flg   = stbi__zget8(a);
   if (stbi__zeof(a)) return stbi__err(""bad zlib header"",""Corrupt PNG""); // zlib spec
   if ((cmf*256+flg) % 31 != 0) return stbi__err(""bad zlib header"",""Corrupt PNG""); // zlib spec
   if (flg & 32) return stbi__err(""no preset dict"",""Corrupt PNG""); // preset dictionary not allowed in png
   if (cm != 8) return stbi__err(""bad compression"",""Corrupt PNG""); // DEFLATE required for png
   // window = 1 << (8 + cinfo)... but who cares, we fully buffer output
   return 1;
}","{'begin': {'line': 4438, 'column': 1}, 'end': {'line': 4450, 'column': 2}}",show_image.c,"['解析', '并', '验证', 'zlib', '头', '信息', '，', '用于', 'PNG', '处理']"
667,667,stbi__jpeg_load,void *,"void * stbi__jpeg_load(stbi__context * s, int * x, int * y, int * comp, int req_comp, stbi__result_info * ri)","[{'name': 's', 'type': 'stbi__context *'}, {'name': 'x', 'type': 'int *'}, {'name': 'y', 'type': 'int *'}, {'name': 'comp', 'type': 'int *'}, {'name': 'req_comp', 'type': 'int'}, {'name': 'ri', 'type': 'stbi__result_info *'}]",加载JPEG图像到内存并解码,"static void *stbi__jpeg_load(stbi__context *s, int *x, int *y, int *comp, int req_comp, stbi__result_info *ri)
{
   unsigned char* result;
   stbi__jpeg* j = (stbi__jpeg*) stbi__malloc(sizeof(stbi__jpeg));
   if (!j) return stbi__errpuc(""outofmem"", ""Out of memory"");
   memset(j, 0, sizeof(stbi__jpeg));
   STBI_NOTUSED(ri);
   j->s = s;
   stbi__setup_jpeg(j);
   result = load_jpeg_image(j, x,y,comp,req_comp);
   STBI_FREE(j);
   return result;
}","{'begin': {'line': 4028, 'column': 1}, 'end': {'line': 4040, 'column': 2}}",show_image.c,"['加载', 'JPEG', '图像', '到', '内存', '并', '解码']"
668,668,stbi__jpeg_test,int,int stbi__jpeg_test(stbi__context * s),"[{'name': 's', 'type': 'stbi__context *'}]",检测输入是否为有效的JPEG图像,"static int stbi__jpeg_test(stbi__context *s)
{
   int r;
   stbi__jpeg* j = (stbi__jpeg*)stbi__malloc(sizeof(stbi__jpeg));
   if (!j) return stbi__err(""outofmem"", ""Out of memory"");
   memset(j, 0, sizeof(stbi__jpeg));
   j->s = s;
   stbi__setup_jpeg(j);
   r = stbi__decode_jpeg_header(j, STBI__SCAN_type);
   stbi__rewind(s);
   STBI_FREE(j);
   return r;
}","{'begin': {'line': 4042, 'column': 1}, 'end': {'line': 4054, 'column': 2}}",show_image.c,"['检测', '输入', '是否', '为', '有效', '的', 'JPEG', '图像']"
669,669,stbi__jpeg_info_raw,int,"int stbi__jpeg_info_raw(stbi__jpeg * j, int * x, int * y, int * comp)","[{'name': 'j', 'type': 'stbi__jpeg *'}, {'name': 'x', 'type': 'int *'}, {'name': 'y', 'type': 'int *'}, {'name': 'comp', 'type': 'int *'}]",解析JPEG头部信息并返回图像尺寸和通道数,"static int stbi__jpeg_info_raw(stbi__jpeg *j, int *x, int *y, int *comp)
{
   if (!stbi__decode_jpeg_header(j, STBI__SCAN_header)) {
      stbi__rewind( j->s );
      return 0;
   }
   if (x) *x = j->s->img_x;
   if (y) *y = j->s->img_y;
   if (comp) *comp = j->s->img_n >= 3 ? 3 : 1;
   return 1;
}","{'begin': {'line': 4056, 'column': 1}, 'end': {'line': 4066, 'column': 2}}",show_image.c,"['解析', 'JPEG', '头部', '信息', '并', '返回', '图像', '尺寸', '和', '通道', '数']"
670,670,stbi__jpeg_info,int,"int stbi__jpeg_info(stbi__context * s, int * x, int * y, int * comp)","[{'name': 's', 'type': 'stbi__context *'}, {'name': 'x', 'type': 'int *'}, {'name': 'y', 'type': 'int *'}, {'name': 'comp', 'type': 'int *'}]",获取JPEG图片的尺寸和通道信息,"static int stbi__jpeg_info(stbi__context *s, int *x, int *y, int *comp)
{
   int result;
   stbi__jpeg* j = (stbi__jpeg*) (stbi__malloc(sizeof(stbi__jpeg)));
   if (!j) return stbi__err(""outofmem"", ""Out of memory"");
   memset(j, 0, sizeof(stbi__jpeg));
   j->s = s;
   result = stbi__jpeg_info_raw(j, x, y, comp);
   STBI_FREE(j);
   return result;
}","{'begin': {'line': 4068, 'column': 1}, 'end': {'line': 4078, 'column': 2}}",show_image.c,"['获取', 'JPEG', '图片', '的', '尺寸', '和', '通道', '信息']"
671,671,stbi__bitreverse16,int,int stbi__bitreverse16(int n),"[{'name': 'n', 'type': 'int'}]",反转16位整数的位顺序,"static int stbi__bitreverse16(int n)
{
  n = ((n & 0xAAAA) >>  1) | ((n & 0x5555) << 1);
  n = ((n & 0xCCCC) >>  2) | ((n & 0x3333) << 2);
  n = ((n & 0xF0F0) >>  4) | ((n & 0x0F0F) << 4);
  n = ((n & 0xFF00) >>  8) | ((n & 0x00FF) << 8);
  return n;
}","{'begin': {'line': 4107, 'column': 13}, 'end': {'line': 4114, 'column': 2}}",show_image.c,"['反转', '16', '位', '整数', '的', '位', '顺序']"
672,672,stbi__bit_reverse,int,"int stbi__bit_reverse(int v, int bits)","[{'name': 'v', 'type': 'int'}, {'name': 'bits', 'type': 'int'}]",按指定位数反转二进制位,"static int stbi__bit_reverse(int v, int bits)
{
   STBI_ASSERT(bits <= 16);
   // to bit reverse n bits, reverse 16 and shift
   // e.g. 11 bits, bit reverse and shift away 5
   return stbi__bitreverse16(v) >> (16-bits);
}","{'begin': {'line': 4116, 'column': 13}, 'end': {'line': 4122, 'column': 2}}",show_image.c,"['按', '指定', '位数', '反转', '进制', '二进制', '二进制位']"
673,673,stbi__parse_zlib,int,"int stbi__parse_zlib(stbi__zbuf * a, int parse_header)","[{'name': 'a', 'type': 'stbi__zbuf *'}, {'name': 'parse_header', 'type': 'int'}]",解析zlib压缩数据流，处理头部和压缩块。,"static int stbi__parse_zlib(stbi__zbuf *a, int parse_header)
{
   int final, type;
   if (parse_header)
      if (!stbi__parse_zlib_header(a)) return 0;
   a->num_bits = 0;
   a->code_buffer = 0;
   a->hit_zeof_once = 0;
   do {
      final = stbi__zreceive(a,1);
      type = stbi__zreceive(a,2);
      if (type == 0) {
         if (!stbi__parse_uncompressed_block(a)) return 0;
      } else if (type == 3) {
         return 0;
      } else {
         if (type == 1) {
            // use fixed code lengths
            if (!stbi__zbuild_huffman(&a->z_length  , stbi__zdefault_length  , STBI__ZNSYMS)) return 0;
            if (!stbi__zbuild_huffman(&a->z_distance, stbi__zdefault_distance,  32)) return 0;
         } else {
            if (!stbi__compute_huffman_codes(a)) return 0;
         }
         if (!stbi__parse_huffman_block(a)) return 0;
      }
   } while (!final);
   return 1;
}","{'begin': {'line': 4481, 'column': 1}, 'end': {'line': 4508, 'column': 2}}",show_image.c,"['解析', 'zlib', '压缩', '数据', '数据流', '，', '处理', '头部', '和', '压缩', '块', '。']"
